id,session_id,month_year,assigned_to,document_count,categorized_count,skipped_count,assigned_at,completed_at,created_at,updated_at
5fb6b587-7c5b-4d78-b76e-3dd44597b010,8267942a-3721-4956-b866-3aad8e56a1bb,2019-08,922bde00-234f-4016-99b1-241e6574c57f,86,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.944+00,2025-12-09 10:08:48.094+00
4d7d53af-ac10-423c-bcc5-44be35fd3a7e,8267942a-3721-4956-b866-3aad8e56a1bb,2017-02,922bde00-234f-4016-99b1-241e6574c57f,149,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:45.93+00,2025-12-09 10:43:17.912+00
9e9006b5-0fe8-4337-9e08-ac16748e27d9,8267942a-3721-4956-b866-3aad8e56a1bb,2024-11,,325,0,0,,,2025-12-09 07:57:21.803+00,2025-12-09 10:34:05.828+00
e35c788f-67e9-4adf-96be-ff337d72b170,8267942a-3721-4956-b866-3aad8e56a1bb,2021-04,922bde00-234f-4016-99b1-241e6574c57f,266,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:17.041+00,2025-12-09 10:44:19.307+00
7b4de84f-bba5-454c-92f0-59f4328c444d,8267942a-3721-4956-b866-3aad8e56a1bb,2017-06,922bde00-234f-4016-99b1-241e6574c57f,231,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:46.002+00,2025-12-09 10:43:17.937+00
6af4a058-39c2-4ec1-9c2e-e0697a7999c3,8267942a-3721-4956-b866-3aad8e56a1bb,2017-07,922bde00-234f-4016-99b1-241e6574c57f,304,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:45.993+00,2025-12-09 10:43:17.942+00
e43d4f82-f3db-4591-bff9-372ec4d3d2ee,8267942a-3721-4956-b866-3aad8e56a1bb,2021-10,922bde00-234f-4016-99b1-241e6574c57f,259,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:17.054+00,2025-12-09 10:21:21.601+00
638724ac-80c4-4b26-b165-e101dcf78280,8267942a-3721-4956-b866-3aad8e56a1bb,2025-08,,495,0,0,,,2025-12-09 07:57:21.884+00,2025-12-09 10:37:36.013+00
0847958a-b8f2-423e-90c6-8b579c0ac558,8267942a-3721-4956-b866-3aad8e56a1bb,2025-09,,528,0,0,,,2025-12-09 07:57:50.067+00,2025-12-09 10:37:36.154+00
22e80813-c46e-474e-a532-135a0ea328c6,8267942a-3721-4956-b866-3aad8e56a1bb,2017-11,922bde00-234f-4016-99b1-241e6574c57f,296,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:46.066+00,2025-12-09 10:43:17.979+00
69384d67-3b0e-4c7a-a647-796397268120,8267942a-3721-4956-b866-3aad8e56a1bb,2019-12,922bde00-234f-4016-99b1-241e6574c57f,158,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.95+00,2025-12-09 10:43:54.896+00
c806011e-1fae-4514-a73d-3e62e0b4922c,8267942a-3721-4956-b866-3aad8e56a1bb,2025-10,,206,0,0,,,2025-12-09 07:57:50.08+00,2025-12-09 10:38:27.442+00
f3e1e0ea-b51a-4265-a1e2-c730b1e796d9,8267942a-3721-4956-b866-3aad8e56a1bb,2020-01,922bde00-234f-4016-99b1-241e6574c57f,123,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.962+00,2025-12-09 10:44:19.155+00
a5924cf6-555a-4bbf-953d-b39e4b805c71,8267942a-3721-4956-b866-3aad8e56a1bb,2020-02,922bde00-234f-4016-99b1-241e6574c57f,257,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.969+00,2025-12-09 10:44:19.2+00
413eeb6b-8537-4906-9539-5c9f11b6eab0,8267942a-3721-4956-b866-3aad8e56a1bb,2019-06,922bde00-234f-4016-99b1-241e6574c57f,155,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.918+00,2025-12-09 10:08:08.768+00
aa73b8d3-a602-41f0-96b7-91552c0777c1,8267942a-3721-4956-b866-3aad8e56a1bb,2018-11,922bde00-234f-4016-99b1-241e6574c57f,156,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.883+00,2025-12-09 10:41:33.892+00
35d72edb-9cd7-454e-9d1c-b224daf3ac15,8267942a-3721-4956-b866-3aad8e56a1bb,2019-05,922bde00-234f-4016-99b1-241e6574c57f,285,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.906+00,2025-12-09 10:42:11.231+00
ad168ebb-a619-43b3-a435-4b92291369f0,8267942a-3721-4956-b866-3aad8e56a1bb,2021-09,c68e707c-d813-402b-adf1-b7989c4a39d9,278,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:55:51.09+00,2025-12-12 12:04:53.842+00
ddff2b27-b3d7-4723-b729-97718043fc5e,8267942a-3721-4956-b866-3aad8e56a1bb,2021-08,c68e707c-d813-402b-adf1-b7989c4a39d9,240,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:55:51.036+00,2025-12-12 12:04:53.842+00
7f6c0d4b-4081-4a84-8f8b-7fe708932f0b,8267942a-3721-4956-b866-3aad8e56a1bb,2024-04,c68e707c-d813-402b-adf1-b7989c4a39d9,176,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.725+00,2025-12-12 12:04:53.842+00
729d8cf2-547a-44c0-8440-4faf65ab3e26,8267942a-3721-4956-b866-3aad8e56a1bb,2024-05,c68e707c-d813-402b-adf1-b7989c4a39d9,171,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.732+00,2025-12-12 12:04:53.842+00
8ab24192-4717-47ff-913f-b25980994d64,8267942a-3721-4956-b866-3aad8e56a1bb,2024-06,c68e707c-d813-402b-adf1-b7989c4a39d9,200,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.741+00,2025-12-12 12:04:53.842+00
cbb1e213-32c6-4423-bd70-735a2ecb473b,8267942a-3721-4956-b866-3aad8e56a1bb,2012-02,c68e707c-d813-402b-adf1-b7989c4a39d9,12,0,12,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.188+00,2025-12-12 12:09:12.925+00
00346186-a4fc-4030-8799-954ad40c5efa,8267942a-3721-4956-b866-3aad8e56a1bb,2012-01,c68e707c-d813-402b-adf1-b7989c4a39d9,3,0,3,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.077+00,2025-12-12 12:08:15.743+00
42809a81-a766-4246-9b49-0290355f5c77,8267942a-3721-4956-b866-3aad8e56a1bb,2013-10,c68e707c-d813-402b-adf1-b7989c4a39d9,6,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.49+00,2025-12-12 12:04:53.842+00
919359c4-8200-41ad-8caa-627f42f04773,8267942a-3721-4956-b866-3aad8e56a1bb,2012-03,c68e707c-d813-402b-adf1-b7989c4a39d9,6,0,3,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.213+00,2025-12-12 12:09:14.741+00
df0dfa1d-d48a-4440-b36d-dc9db92e20ad,8267942a-3721-4956-b866-3aad8e56a1bb,2013-11,c68e707c-d813-402b-adf1-b7989c4a39d9,4,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.505+00,2025-12-12 12:04:53.842+00
c9279cf6-da10-44d4-a0ee-a45647f47529,8267942a-3721-4956-b866-3aad8e56a1bb,2012-04,c68e707c-d813-402b-adf1-b7989c4a39d9,2,0,1,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.226+00,2025-12-12 12:09:15.51+00
d1b6eaad-908b-4b5e-9e32-b0463de98c92,8267942a-3721-4956-b866-3aad8e56a1bb,2012-07,c68e707c-d813-402b-adf1-b7989c4a39d9,3,0,1,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.233+00,2025-12-12 12:09:15.924+00
bdbe53d9-6ba9-4788-993f-ea8b91303a57,8267942a-3721-4956-b866-3aad8e56a1bb,2012-10,c68e707c-d813-402b-adf1-b7989c4a39d9,1,0,1,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.277+00,2025-12-12 12:09:16.613+00
a5a788a9-9b72-4057-96d5-2628eeff314b,8267942a-3721-4956-b866-3aad8e56a1bb,2013-01,c68e707c-d813-402b-adf1-b7989c4a39d9,4,0,1,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.283+00,2025-12-12 12:09:17.469+00
f36e0256-9240-4f0b-92ef-29c82b3f1e5a,8267942a-3721-4956-b866-3aad8e56a1bb,2014-04,c68e707c-d813-402b-adf1-b7989c4a39d9,7,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.55+00,2025-12-12 12:04:53.842+00
d01931fe-b6f5-4c04-9e57-006bd7d60dfe,8267942a-3721-4956-b866-3aad8e56a1bb,2018-07,922bde00-234f-4016-99b1-241e6574c57f,221,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:46:16.863+00,2025-12-09 10:40:35.748+00
81956bf8-44e6-4a6b-a8a9-890b16b7ea35,8267942a-3721-4956-b866-3aad8e56a1bb,2016-06,922bde00-234f-4016-99b1-241e6574c57f,174,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:44:45.873+00,2025-12-09 10:43:17.841+00
fdc5a2ba-152d-4297-9631-3a010a45f167,8267942a-3721-4956-b866-3aad8e56a1bb,2016-08,922bde00-234f-4016-99b1-241e6574c57f,176,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:14.247+00,2025-12-09 10:43:17.866+00
792abead-29fe-46f6-b454-ee2beacf72f7,8267942a-3721-4956-b866-3aad8e56a1bb,2017-08,922bde00-234f-4016-99b1-241e6574c57f,256,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:46.047+00,2025-12-09 10:43:17.963+00
abeca39a-5d0b-4845-a65e-4afadfc6a64c,8267942a-3721-4956-b866-3aad8e56a1bb,2018-01,922bde00-234f-4016-99b1-241e6574c57f,204,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:46.081+00,2025-12-09 10:43:17.998+00
0e160c31-b731-4404-b071-ff749bf7976c,8267942a-3721-4956-b866-3aad8e56a1bb,2018-02,922bde00-234f-4016-99b1-241e6574c57f,215,0,0,2025-12-09 07:47:42.458+00,,2025-12-09 07:45:46.094+00,2025-12-09 10:43:54.724+00
c27c2fdf-d969-4446-80fa-637337ff2bfa,8267942a-3721-4956-b866-3aad8e56a1bb,2025-03,,355,0,0,,,2025-12-09 07:57:21.839+00,2025-12-09 10:44:50.191+00
784c4a4a-a166-41a8-b8d8-463274c868c6,8267942a-3721-4956-b866-3aad8e56a1bb,2014-06,c68e707c-d813-402b-adf1-b7989c4a39d9,3,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.585+00,2025-12-12 12:04:53.842+00
df9fcc03-0f22-46e0-b3b2-6d75889b495b,8267942a-3721-4956-b866-3aad8e56a1bb,2014-08,c68e707c-d813-402b-adf1-b7989c4a39d9,1,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.609+00,2025-12-12 12:04:53.842+00
7c9c18a3-7020-4b80-91ae-98184e54e20a,8267942a-3721-4956-b866-3aad8e56a1bb,2014-09,c68e707c-d813-402b-adf1-b7989c4a39d9,2,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.614+00,2025-12-12 12:04:53.842+00
ed6ab636-3268-48ab-b0b5-ed6e13f2afe4,8267942a-3721-4956-b866-3aad8e56a1bb,2014-10,c68e707c-d813-402b-adf1-b7989c4a39d9,2,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.621+00,2025-12-12 12:04:53.842+00
962e588a-1f98-4e68-8bcb-dbd81b2f9125,8267942a-3721-4956-b866-3aad8e56a1bb,2012-08,c68e707c-d813-402b-adf1-b7989c4a39d9,1,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:42:51.242+00,2025-12-12 12:04:53.842+00
bd40bf70-6780-4e68-aa82-dd13e14e4fd9,8267942a-3721-4956-b866-3aad8e56a1bb,2014-01,c68e707c-d813-402b-adf1-b7989c4a39d9,9,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.521+00,2025-12-12 12:04:53.842+00
bc771274-c66b-451f-9f1f-7f5a10b267c0,8267942a-3721-4956-b866-3aad8e56a1bb,2014-03,c68e707c-d813-402b-adf1-b7989c4a39d9,3,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.542+00,2025-12-12 12:04:53.842+00
7c0776cd-58ba-4338-828c-161429a88627,8267942a-3721-4956-b866-3aad8e56a1bb,2013-02,c68e707c-d813-402b-adf1-b7989c4a39d9,4,0,2,2025-12-12 12:04:53.841+00,,2025-12-09 10:38:27.456+00,2025-12-12 12:09:23.961+00
cdb5d5a4-c020-4308-af1f-30d9013174c3,8267942a-3721-4956-b866-3aad8e56a1bb,2013-05,c68e707c-d813-402b-adf1-b7989c4a39d9,22,15,7,2025-12-12 12:04:53.841+00,,2025-12-09 10:38:27.581+00,2025-12-12 12:24:01.195+00
19c7048b-c541-4b28-a1da-3797449fe309,8267942a-3721-4956-b866-3aad8e56a1bb,2020-06,c68e707c-d813-402b-adf1-b7989c4a39d9,196,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:58:49.959+00,2025-12-12 12:04:53.842+00
dc69ae6e-0219-4879-a292-5f904106b7d3,8267942a-3721-4956-b866-3aad8e56a1bb,2018-08,c68e707c-d813-402b-adf1-b7989c4a39d9,175,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:52:04.701+00,2025-12-12 12:04:53.842+00
b1e2db56-756c-4a30-a784-8923f766151b,8267942a-3721-4956-b866-3aad8e56a1bb,2019-02,c68e707c-d813-402b-adf1-b7989c4a39d9,506,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:53:06.772+00,2025-12-12 12:04:53.842+00
7b430f19-6bf0-4073-9f8e-ea5dfa18cdd0,8267942a-3721-4956-b866-3aad8e56a1bb,2022-11,c68e707c-d813-402b-adf1-b7989c4a39d9,289,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 08:00:35.495+00,2025-12-12 12:04:53.842+00
a31b6d35-56e4-4f27-aceb-e737273dd121,8267942a-3721-4956-b866-3aad8e56a1bb,2024-08,c68e707c-d813-402b-adf1-b7989c4a39d9,155,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 08:09:35.123+00,2025-12-12 12:04:53.842+00
8272caad-a7b9-4550-9be4-2b2e50a866aa,8267942a-3721-4956-b866-3aad8e56a1bb,2019-03,c68e707c-d813-402b-adf1-b7989c4a39d9,276,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:53:06.842+00,2025-12-12 12:04:53.842+00
bf887726-df68-4005-a8ed-5baed0a2aa7f,8267942a-3721-4956-b866-3aad8e56a1bb,2019-11,c68e707c-d813-402b-adf1-b7989c4a39d9,80,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:54:11.152+00,2025-12-12 12:04:53.842+00
2dcab051-81ea-404a-91a4-4e95f234f008,8267942a-3721-4956-b866-3aad8e56a1bb,2023-01,c68e707c-d813-402b-adf1-b7989c4a39d9,248,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.543+00,2025-12-12 12:04:53.842+00
209b1379-cd19-4f0f-b160-f1d09de86198,8267942a-3721-4956-b866-3aad8e56a1bb,2020-08,c68e707c-d813-402b-adf1-b7989c4a39d9,216,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:54:38.872+00,2025-12-12 12:04:53.842+00
712e754c-e6ca-4492-9eb2-de3fcd0c8f41,8267942a-3721-4956-b866-3aad8e56a1bb,2020-09,c68e707c-d813-402b-adf1-b7989c4a39d9,241,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:54:38.881+00,2025-12-12 12:04:53.842+00
5de338a9-a89a-4efb-ab7b-656e313fdb60,8267942a-3721-4956-b866-3aad8e56a1bb,2023-05,c68e707c-d813-402b-adf1-b7989c4a39d9,253,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.589+00,2025-12-12 12:04:53.842+00
04f0ed1d-541c-4c27-a157-0269b728cfda,8267942a-3721-4956-b866-3aad8e56a1bb,2023-10,c68e707c-d813-402b-adf1-b7989c4a39d9,223,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.6+00,2025-12-12 12:04:53.842+00
c800f093-19d9-4a00-986d-3a42baf851df,8267942a-3721-4956-b866-3aad8e56a1bb,2022-02,c68e707c-d813-402b-adf1-b7989c4a39d9,209,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:20.727+00,2025-12-12 12:04:53.842+00
2b5016e0-0e55-414c-91cd-b1dbb3afcda1,8267942a-3721-4956-b866-3aad8e56a1bb,2013-09,c68e707c-d813-402b-adf1-b7989c4a39d9,4,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.48+00,2025-12-12 12:04:53.842+00
30807897-33d8-4aa0-b988-e6ff8dd4652c,8267942a-3721-4956-b866-3aad8e56a1bb,2023-09,c68e707c-d813-402b-adf1-b7989c4a39d9,225,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 08:02:23.5+00,2025-12-12 12:04:53.842+00
6061b652-7a5a-40da-b1da-fc1a59f9da92,8267942a-3721-4956-b866-3aad8e56a1bb,2023-11,c68e707c-d813-402b-adf1-b7989c4a39d9,182,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.633+00,2025-12-12 12:04:53.842+00
64efdad6-3e57-459f-9074-ced8d93aa0ce,8267942a-3721-4956-b866-3aad8e56a1bb,2024-02,c68e707c-d813-402b-adf1-b7989c4a39d9,202,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.697+00,2025-12-12 12:04:53.842+00
2ac793e7-8ee2-461a-b99e-282c56953cdc,8267942a-3721-4956-b866-3aad8e56a1bb,2024-03,c68e707c-d813-402b-adf1-b7989c4a39d9,224,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.711+00,2025-12-12 12:04:53.842+00
1b5ada75-7174-471b-a9cd-634187568615,8267942a-3721-4956-b866-3aad8e56a1bb,2023-12,c68e707c-d813-402b-adf1-b7989c4a39d9,177,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.775+00,2025-12-12 12:04:53.842+00
4f10df43-f1c7-46b2-971b-a64e34500956,8267942a-3721-4956-b866-3aad8e56a1bb,2023-07,c68e707c-d813-402b-adf1-b7989c4a39d9,199,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 08:02:23.437+00,2025-12-12 12:04:53.842+00
9ee40527-fb7a-4d17-970d-71f003644ee4,8267942a-3721-4956-b866-3aad8e56a1bb,2024-01,c68e707c-d813-402b-adf1-b7989c4a39d9,139,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.681+00,2025-12-12 12:04:53.842+00
07eb9ff7-476e-4f7f-b171-bc3a6a95e246,8267942a-3721-4956-b866-3aad8e56a1bb,2024-07,c68e707c-d813-402b-adf1-b7989c4a39d9,289,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.767+00,2025-12-12 12:04:53.842+00
5c2b7f07-a15a-497a-b100-9e74a42e34f5,8267942a-3721-4956-b866-3aad8e56a1bb,2024-09,c68e707c-d813-402b-adf1-b7989c4a39d9,316,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:57:21.776+00,2025-12-12 12:04:53.842+00
9eb263c7-f570-4bf9-9f1b-ddd15fe89147,8267942a-3721-4956-b866-3aad8e56a1bb,2014-07,c68e707c-d813-402b-adf1-b7989c4a39d9,9,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 10:39:44.594+00,2025-12-12 12:04:53.842+00
54fe6ff4-ce0d-4f82-b98d-a0bbf942775d,8267942a-3721-4956-b866-3aad8e56a1bb,2019-07,c68e707c-d813-402b-adf1-b7989c4a39d9,107,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:53:34.536+00,2025-12-12 12:04:53.842+00
9a847e77-ec2f-4504-bfb8-5bd6d3dd1e12,8267942a-3721-4956-b866-3aad8e56a1bb,2021-11,c68e707c-d813-402b-adf1-b7989c4a39d9,257,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:20.658+00,2025-12-12 12:04:53.842+00
8bc85833-d370-4854-b6c8-04e9ee6e9be5,8267942a-3721-4956-b866-3aad8e56a1bb,2022-01,c68e707c-d813-402b-adf1-b7989c4a39d9,337,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:20.668+00,2025-12-12 12:04:53.842+00
abc834b1-a280-48db-a6ec-0a17b2ea162a,8267942a-3721-4956-b866-3aad8e56a1bb,2022-05,c68e707c-d813-402b-adf1-b7989c4a39d9,184,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.489+00,2025-12-12 12:04:53.842+00
57e030f1-c18f-4050-81c3-58d0395c1c6a,8267942a-3721-4956-b866-3aad8e56a1bb,2022-07,c68e707c-d813-402b-adf1-b7989c4a39d9,173,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.517+00,2025-12-12 12:04:53.842+00
edc44636-012c-4579-845a-2027aeb0a886,8267942a-3721-4956-b866-3aad8e56a1bb,2022-09,c68e707c-d813-402b-adf1-b7989c4a39d9,296,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 08:00:35.445+00,2025-12-12 12:04:53.842+00
ef0e37ba-619f-4ed4-a753-40362a24fa83,8267942a-3721-4956-b866-3aad8e56a1bb,2022-10,c68e707c-d813-402b-adf1-b7989c4a39d9,228,0,0,2025-12-12 12:04:53.841+00,,2025-12-09 07:56:47.535+00,2025-12-12 12:04:53.842+00
cc256b29-d205-4926-a682-cabaca8bf2d9,8267942a-3721-4956-b866-3aad8e56a1bb,2013-04,c68e707c-d813-402b-adf1-b7989c4a39d9,38,23,15,2025-12-12 12:04:53.841+00,,2025-12-09 10:38:27.496+00,2025-12-12 12:19:33.325+00
c83fe357-ade3-4ede-b593-cf591edd2c41,8267942a-3721-4956-b866-3aad8e56a1bb,2013-06,c68e707c-d813-402b-adf1-b7989c4a39d9,20,1,3,2025-12-12 12:04:53.841+00,,2025-12-09 10:38:27.624+00,2025-12-12 12:24:19.253+00
